,dob,photo_taken,full_path,gender,age,pixels
48252,721467,2012,['93/36717093_1975-04-23_2012.jpg'],0.0,37,"tensor([192., 189., 218.,  ...,  20.,  21.,  69.])"
48253,719638,2012,['17/36717117_1970-04-20_2012.jpg'],1.0,42,"tensor([201., 198., 227.,  ...,  53.,  52., 112.])"
48254,708343,1960,['93/36717193_1939-05-18_1960.jpg'],0.0,21,"tensor([227., 227., 227.,  ...,  61.,  61.,  61.])"
48255,705871,1952,['24/36717524_1932-08-10_1952.jpg'],0.0,20,"tensor([13., 13., 13.,  ..., 96., 96., 96.])"
48256,706974,1955,['81/36718281_1935-08-18_1955.jpg'],0.0,20,"tensor([204., 204., 204.,  ...,  69.,  69.,  69.])"
48262,728333,2014,['48/36722148_1994-02-08_2014.jpg'],1.0,20,"tensor([14., 17., 22.,  ..., 79., 68., 76.])"
48263,693959,1960,['75/36722175_1899-12-29_1960.jpg'],1.0,61,"tensor([252., 255., 253.,  ..., 152., 167., 174.])"
48264,725566,2012,['77/36722177_1986-07-13_2012.jpg'],1.0,26,"tensor([ 6.,  7.,  9.,  ..., 25., 30., 34.])"
48265,707718,2005,['34/36722334_1937-08-31_2005.jpg'],1.0,68,"tensor([167., 151., 136.,  ..., 142., 140., 151.])"
48266,727970,2011,['85/36722385_1993-02-10_2011.jpg'],0.0,18,"tensor([166., 158., 156.,  ..., 226., 226., 224.])"
48269,722417,2005,['20/3672320_1977-11-28_2005.jpg'],1.0,28,"tensor([249., 160., 146.,  ...,  20.,  18.,  39.])"
48282,727976,2015,['54/36732854_1993-02-16_2015.jpg'],1.0,22,"tensor([ 85., 121.,  47.,  ..., 202., 201., 232.])"
48283,716986,2013,['32/36732_1963-01-15_2013.jpg'],1.0,50,"tensor([  5.,   4.,   2.,  ..., 226., 212., 203.])"
48284,727565,2012,['73/36733073_1992-01-02_2012.jpg'],1.0,20,"tensor([208., 207., 212.,  ...,  45.,  51.,  99.])"
48285,726968,2012,['27/36733127_1990-05-15_2012.jpg'],1.0,22,"tensor([172., 169., 200.,  ...,  57.,  59., 146.])"
48286,715511,2011,['90/36733690_1959-01-01_2011.jpg'],1.0,52,"tensor([25., 38., 21.,  ...,  0., 30.,  3.])"
48289,725851,2013,['83/36736083_1987-04-24_2013.jpg'],1.0,26,"tensor([174.,  27.,  43.,  ...,  26.,  25.,  31.])"
48290,725023,2014,['19/36736219_1985-01-16_2014.jpg'],1.0,29,"tensor([216., 220., 231.,  ..., 253.,  79., 203.])"
48292,725151,2012,['83/36736983_1985-05-24_2012.jpg'],0.0,27,"tensor([11.,  9., 10.,  ..., 23., 22., 27.])"
48293,696350,1947,['42/3673742_1906-07-17_1947.jpg'],1.0,41,"tensor([ 15.,  26.,  18.,  ..., 236., 222., 125.])"
48301,703914,1969,['84/3674284_1927-04-02_1969.jpg'],0.0,42,"tensor([214., 214., 214.,  ..., 153., 153., 153.])"
48310,726779,2014,['05/36746405_1989-11-07_2014.jpg'],0.0,25,"tensor([211., 212., 216.,  ...,  33.,  31.,  34.])"
48311,726260,2014,['25/36746425_1988-06-06_2014.jpg'],0.0,26,"tensor([211., 212., 216.,  ..., 217., 216., 222.])"
48313,727897,2012,['56/36747856_1992-11-29_2012.jpg'],1.0,20,"tensor([ 28.,  58., 130.,  ..., 237.,  60.,  76.])"
48314,728840,2013,['33/36748433_1995-06-30_2013.jpg'],1.0,18,"tensor([161., 178., 194.,  ..., 174., 144., 108.])"
48317,719356,2014,['82/36749082_1969-07-12_2014.jpg'],0.0,45,"tensor([  5.,   3.,   8.,  ..., 160., 159., 155.])"
48321,696123,1940,['91/36751391_1905-12-02_1940.jpg'],1.0,35,"tensor([173., 146.,  93.,  ...,  65.,  51.,  42.])"
48324,725639,2012,['27/36752427_1986-09-24_2012.jpg'],1.0,26,"tensor([62., 78., 91.,  ..., 67., 74., 84.])"
48325,725631,2014,['87/36753287_1986-09-16_2014.jpg'],1.0,28,"tensor([ 68.,  69.,  63.,  ..., 255.,  79.,  82.])"
48326,726048,2014,['16/36753516_1987-11-07_2014.jpg'],,27,"tensor([ 25.,  16.,  17.,  ..., 241., 143., 118.])"
48328,724156,2005,['29/36753929_1982-09-02_2005.jpg'],1.0,23,"tensor([196., 202., 190.,  ...,  72.,  55.,  45.])"
48330,726493,2014,['79/36754079_1989-01-25_2014.jpg'],,25,"tensor([170., 159., 163.,  ..., 224., 228., 214.])"
48333,726288,2015,['33/36754233_1988-07-04_2015.jpg'],,27,"tensor([252., 251., 247.,  ..., 253.,  20.,  42.])"
48334,721052,2007,['27/3675427_1974-03-04_2007.jpg'],1.0,33,"tensor([221., 233., 233.,  ..., 168., 192., 252.])"
48338,717617,2012,['34/36757434_1964-10-07_2012.jpg'],1.0,48,"tensor([52., 53., 57.,  ..., 23., 21., 22.])"
48340,723977,2010,['21/36760821_1982-03-07_2010.jpg'],1.0,28,"tensor([ 1.,  4., 19.,  ..., 62., 60., 63.])"
48342,720600,2010,['16/36762816_1972-12-07_2010.jpg'],1.0,38,"tensor([255., 207., 245.,  ...,  13.,   9.,  26.])"
48344,727268,2012,['49/36763649_1991-03-11_2012.jpg'],1.0,21,"tensor([157., 172., 191.,  ..., 255.,  90.,  73.])"
48347,694627,1941,['96/3676496_1901-10-28_1941.jpg'],0.0,40,"tensor([ 72.,  72.,  72.,  ..., 211., 211., 211.])"
48354,726789,2014,['64/36769664_1989-11-17_2014.jpg'],1.0,25,"tensor([  0.,   0.,   0.,  ..., 201., 187.,  88.])"
48356,725741,2008,['63/3677063_1987-01-04_2008.jpg'],1.0,21,"tensor([  9.,   0.,   0.,  ..., 116., 108., 105.])"
48364,698240,1974,['79/36778379_1911-09-19_1974.jpg'],0.0,63,"tensor([127., 135., 154.,  ..., 100., 106., 122.])"
48365,703889,2005,['21/3677921_1927-03-08_2005.jpg'],1.0,78,"tensor([ 2.,  2.,  2.,  ..., 46., 35., 39.])"
48370,716835,2011,['58/3678058_1962-08-17_2011.jpg'],1.0,49,"tensor([ 18.,   9.,   4.,  ..., 148., 115., 100.])"
48371,727703,2011,['69/36781169_1992-05-19_2011.jpg'],0.0,19,"tensor([88., 70., 56.,  ..., 37., 38., 43.])"
48376,726358,2014,['11/36785711_1988-09-12_2014.jpg'],0.0,26,"tensor([225., 229., 230.,  ...,  37.,  21.,  24.])"
48378,726901,2013,['47/36787047_1990-03-09_2013.jpg'],,23,"tensor([133., 157.,  63.,  ...,  54.,  52.,  57.])"
48379,725056,2014,['76/36787076_1985-02-18_2014.jpg'],0.0,29,"tensor([ 44.,  44.,  32.,  ...,   0.,  72., 141.])"
48381,702611,2004,['06/36787906_1923-09-07_2004.jpg'],1.0,81,"tensor([53., 74., 43.,  ...,  9.,  9., 21.])"
48383,697050,1946,['01/367901_1908-06-16_1946.jpg'],0.0,38,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
48384,714420,2011,['27/36790427_1956-01-06_2011.jpg'],0.0,55,"tensor([ 46.,  50.,  59.,  ..., 112., 166., 190.])"
48385,730251,2015,['52/36791152_1999-05-11_2015.jpg'],0.0,16,"tensor([14., 12., 23.,  ..., 71., 44., 14.])"
48387,711666,2009,['91/36791_1948-06-22_2009.jpg'],1.0,61,"tensor([36., 16., 18.,  ..., 74., 49., 91.])"
48388,727741,2014,['54/36792054_1992-06-26_2014.jpg'],1.0,22,"tensor([107., 141.,  57.,  ..., 248., 251., 255.])"
48389,726510,2011,['20/36792720_1989-02-11_2011.jpg'],1.0,22,"tensor([25., 24., 20.,  ..., 66., 79., 88.])"
48392,711292,2009,['39/36795539_1947-06-14_2009.jpg'],1.0,62,"tensor([197., 199., 198.,  ..., 142., 146., 147.])"
48393,717258,2007,['65/36795765_1963-10-14_2007.jpg'],1.0,44,"tensor([254., 254., 254.,  ...,  36.,  40.,  39.])"
48395,710965,2014,['68/367968_1946-07-22_2014.jpg'],1.0,68,"tensor([33., 37., 40.,  ..., 16., 47., 93.])"
48398,727696,2014,['41/36798241_1992-05-12_2014.jpg'],1.0,22,"tensor([124.,  48.,  35.,  ...,  17.,  19.,  18.])"
48399,699977,1975,['22/4670122_1916-06-21_1975.jpg'],1.0,59,"tensor([ 56.,  52.,  41.,  ..., 173., 169., 157.])"
48422,721130,2014,['75/46705975_1974-05-21_2014.jpg'],1.0,40,"tensor([113.,  10.,  11.,  ..., 227., 203., 175.])"
48428,727851,2013,['50/46709550_1992-10-14_2013.jpg'],0.0,21,"tensor([114., 118., 127.,  ...,  21.,  22.,  27.])"
48429,715318,2014,['70/4670_1958-06-22_2014.jpg'],1.0,56,"tensor([ 0.,  0.,  0.,  ..., 35., 30., 36.])"
48446,724697,2015,['27/46713527_1984-02-25_2015.jpg'],,31,"tensor([ 1.,  1.,  0.,  ..., 17., 17., 17.])"
48447,725180,2014,['33/46714333_1985-06-22_2014.jpg'],,29,"tensor([230., 211., 215.,  ..., 252., 223., 228.])"
48450,728185,2012,['34/46716034_1993-09-13_2012.jpg'],,19,"tensor([187., 187., 187.,  ..., 231., 231., 231.])"
48453,712543,2009,['03/46717603_1950-11-16_2009.jpg'],0.0,59,"tensor([ 48.,  56.,  33.,  ..., 181., 179., 180.])"
48539,701745,1946,['91/46728391_1921-04-24_1946.jpg'],1.0,25,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
48540,728534,2015,['98/46729198_1994-08-28_2015.jpg'],0.0,21,"tensor([ 51.,  66.,  61.,  ..., 213.,  45.,  97.])"
48543,712484,2012,['99/467299_1950-09-18_2012.jpg'],0.0,62,"tensor([  0.,   0.,   0.,  ..., 170., 140., 106.])"
48553,703593,2011,['13/46730913_1926-05-16_2011.jpg'],1.0,85,"tensor([ 47.,  25.,  12.,  ..., 188., 195., 188.])"
48557,723430,2008,['83/467383_1980-09-06_2008.jpg'],0.0,28,"tensor([102.,  72.,  22.,  ...,  19.,  15.,  14.])"
48560,722343,2010,['33/4674033_1977-09-15_2010.jpg'],0.0,33,"tensor([177., 121.,  94.,  ...,  19.,  16.,   9.])"
48562,726659,2013,['39/46742439_1989-07-10_2013.jpg'],0.0,24,"tensor([255., 102., 168.,  ..., 253., 200., 156.])"
48570,724148,2014,['59/46747459_1982-08-25_2014.jpg'],,32,"tensor([ 93., 118., 122.,  ...,  79., 131., 152.])"
48571,716496,2014,['53/4674953_1961-09-12_2014.jpg'],,53,"tensor([88., 56., 31.,  ..., 64., 63., 61.])"
48573,715576,2011,['26/46754226_1959-03-07_2011.jpg'],1.0,52,"tensor([59., 58., 74.,  ..., 22., 27., 30.])"
48574,703948,1975,['80/46755280_1927-05-06_1975.jpg'],1.0,48,"tensor([ 95.,  88.,  78.,  ...,  96.,  94., 107.])"
48575,692483,1940,['55/46755_1895-12-14_1940.jpg'],1.0,45,"tensor([ 13.,  13.,  13.,  ..., 241., 241., 241.])"
48579,726502,2012,['68/46761568_1989-02-03_2012.jpg'],1.0,23,"tensor([ 82.,  82.,  82.,  ..., 128., 128., 128.])"
48580,711096,2012,['26/467626_1946-11-30_2012.jpg'],0.0,66,"tensor([202., 212., 222.,  ...,  27.,  28.,  23.])"
48581,719504,2006,['49/4676349_1969-12-07_2006.jpg'],1.0,37,"tensor([217., 126.,  35.,  ...,   5.,   5.,   7.])"
48584,722147,2012,['63/467663_1977-03-03_2012.jpg'],1.0,35,"tensor([ 8.,  8.,  6.,  ..., 49., 42., 58.])"
48586,712998,2013,['31/4676831_1952-02-14_2013.jpg'],1.0,61,"tensor([255., 255., 255.,  ...,  52.,  50.,  53.])"
48593,717249,2012,['37/46778937_1963-10-05_2012.jpg'],1.0,49,"tensor([137., 145., 130.,  ..., 126., 140., 166.])"
48595,713626,1984,['98/467798_1953-11-03_1984.jpg'],0.0,31,"tensor([235., 235., 225.,  ..., 140., 135., 131.])"
48600,715402,2009,['08/467808_1958-09-14_2009.jpg'],1.0,51,"tensor([ 84.,  83.,  81.,  ..., 239., 238., 233.])"
48601,714192,2011,['13/46781813_1955-05-23_2011.jpg'],1.0,56,"tensor([101.,  68.,  37.,  ...,  99., 133., 145.])"
48603,724642,2011,['09/4678309_1984-01-01_2011.jpg'],1.0,27,"tensor([200., 202., 197.,  ..., 234., 190., 141.])"
48604,724028,2015,['79/46783779_1982-04-27_2015.jpg'],1.0,33,"tensor([124.,  74., 112.,  ...,  89., 104., 135.])"
48682,716466,1979,['44/5670144_1961-08-13_1979.jpg'],0.0,18,"tensor([ 69.,  69.,  69.,  ..., 201., 201., 201.])"
48689,715042,2008,['36/5674636_1957-09-19_2008.jpg'],1.0,51,"tensor([14., 13., 11.,  ..., 39., 28., 22.])"
48694,711679,1973,['36/567736_1948-07-05_1973.jpg'],0.0,25,"tensor([ 64.,  64.,  56.,  ..., 230., 206., 220.])"
48695,719031,1993,['76/5678076_1968-08-21_1993.jpg'],1.0,25,"tensor([207., 210., 229.,  ..., 238., 240., 235.])"
48697,723643,2011,['18/5678218_1981-04-07_2011.jpg'],1.0,30,"tensor([ 79., 108.,  50.,  ...,  65., 143., 241.])"
48701,712908,2010,['75/567875_1951-11-16_2010.jpg'],0.0,59,"tensor([198., 242., 225.,  ...,  31.,  26.,  20.])"
48702,711089,2011,['03/5678803_1946-11-23_2011.jpg'],0.0,65,"tensor([24.,  6.,  2.,  ..., 11.,  1.,  0.])"
48704,718926,2013,['09/5679509_1968-05-08_2013.jpg'],0.0,45,"tensor([189., 147., 105.,  ..., 238., 220., 218.])"
48705,723547,2009,['35/5679535_1981-01-01_2009.jpg'],1.0,28,"tensor([139., 137., 142.,  ...,  40.,  69., 147.])"
48707,719035,2007,['16/667016_1968-08-25_2007.jpg'],0.0,39,"tensor([208., 201., 149.,  ...,  52.,  53.,  48.])"
48711,704395,1953,['28/6671528_1928-07-26_1953.jpg'],1.0,25,"tensor([ 68.,  50.,  50.,  ..., 202., 219., 213.])"
48720,721182,2009,['81/667881_1974-07-12_2009.jpg'],1.0,35,"tensor([ 12.,  13.,   8.,  ..., 103.,  96.,  90.])"
48722,725167,2014,['57/7670257_1985-06-09_2014.jpg'],0.0,29,"tensor([139., 188., 202.,  ...,  52.,  44.,  65.])"
48725,691099,1947,['82/7672582_1892-02-29_1947.jpg'],0.0,55,"tensor([132., 132., 132.,  ..., 149., 149., 149.])"
48728,695615,1963,['95/7673195_1904-07-12_1963.jpg'],1.0,59,"tensor([158., 158., 158.,  ...,  25.,  25.,  25.])"
48732,705370,2003,['34/7674534_1931-03-28_2003.jpg'],1.0,72,"tensor([133., 121.,  49.,  ...,  16.,  21.,  27.])"
48734,720269,2012,['12/7675412_1972-01-11_2012.jpg'],0.0,40,"tensor([207.,  82.,  78.,  ..., 166., 161., 158.])"
48735,722549,2007,['72/767572_1978-04-09_2007.jpg'],1.0,29,"tensor([ 28.,  37.,  32.,  ..., 192., 209., 225.])"
48740,702063,1949,['45/767745_1922-03-08_1949.jpg'],0.0,27,"tensor([ 41.,  41.,  41.,  ..., 153., 153., 153.])"
48742,720685,2012,['61/7678361_1973-03-02_2012.jpg'],0.0,39,"tensor([253., 251., 254.,  ..., 248., 239., 210.])"
48745,716919,2003,['83/767983_1962-11-09_2003.jpg'],0.0,41,"tensor([ 99., 145., 194.,  ..., 168., 211., 246.])"
48749,709472,1974,['16/8673216_1942-06-20_1974.jpg'],1.0,32,"tensor([213.,  77.,  53.,  ..., 150., 125.,  84.])"
48750,716750,2009,['35/86735_1962-05-24_2009.jpg'],1.0,47,"tensor([11., 13., 12.,  ..., 27., 32., 36.])"
48751,708876,2010,['90/8673790_1940-11-01_2010.jpg'],0.0,70,"tensor([206., 190., 177.,  ...,  16.,  16.,  16.])"
48753,704140,2013,['23/8675623_1927-11-14_2013.jpg'],1.0,86,"tensor([153., 158., 161.,  ...,  51.,  55.,  67.])"
48754,720628,2007,['83/867583_1973-01-04_2007.jpg'],1.0,34,"tensor([64., 60., 51.,  ...,  4.,  4.,  4.])"
48755,706270,1965,['29/867629_1933-09-13_1965.jpg'],0.0,32,"tensor([115., 115., 115.,  ..., 133., 133., 133.])"
48756,724329,2012,['13/8677713_1983-02-22_2012.jpg'],1.0,29,"tensor([116., 159.,  54.,  ..., 221., 228., 238.])"
48758,725707,2014,['19/8679319_1986-12-01_2014.jpg'],1.0,28,"tensor([ 52.,  85., 156.,  ..., 121.,  46.,  66.])"
48764,709086,1996,['18/9672118_1941-05-30_1996.jpg'],1.0,55,"tensor([ 1., 13., 27.,  ..., 54., 71., 61.])"
48765,717959,2011,['13/967213_1965-09-14_2011.jpg'],0.0,46,"tensor([198., 204., 202.,  ..., 176.,  11.,  17.])"
48770,710625,2009,['00/9675700_1945-08-16_2009.jpg'],1.0,64,"tensor([188.,  92.,  34.,  ..., 105.,  34.,  32.])"
48771,713464,2011,['70/967570_1953-05-25_2011.jpg'],0.0,58,"tensor([210., 141.,  76.,  ..., 200., 136.,  46.])"
48772,720608,2008,['71/967871_1972-12-15_2008.jpg'],1.0,36,"tensor([109., 109., 109.,  ...,  33.,  33.,  33.])"
48774,704721,1968,['67/1770067_1929-06-17_1968.jpg'],1.0,39,"tensor([223., 233., 234.,  ..., 165., 165., 165.])"
48780,716015,1986,['76/17702676_1960-05-19_1986.jpg'],1.0,26,"tensor([134.,  88.,  73.,  ..., 124.,  84.,  82.])"
48785,701121,1949,['76/17703076_1919-08-09_1949.jpg'],1.0,30,"tensor([139.,  41.,  32.,  ..., 177., 156., 113.])"
48787,719019,2009,['32/177032_1968-08-09_2009.jpg'],1.0,41,"tensor([245., 250., 243.,  ...,  31.,  29.,  30.])"
48789,701392,1948,['54/17705654_1920-05-06_1948.jpg'],1.0,28,"tensor([30., 30., 30.,  ..., 76., 76., 76.])"
48794,722227,2007,['15/1770815_1977-05-22_2007.jpg'],1.0,30,"tensor([ 29.,  55., 114.,  ...,  73.,  73., 147.])"
48796,710887,1973,['10/17709610_1946-05-05_1973.jpg'],1.0,27,"tensor([ 94., 158., 194.,  ...,  31.,  42.,  48.])"
48798,709834,2010,['99/177099_1943-06-17_2010.jpg'],1.0,67,"tensor([147., 154., 200.,  ..., 179., 171., 184.])"
48800,694099,1959,['85/17710885_1900-05-18_1959.jpg'],1.0,59,"tensor([231., 231., 231.,  ..., 255., 255., 255.])"
48803,707333,1967,['62/1771262_1936-08-11_1967.jpg'],1.0,31,"tensor([188., 189., 193.,  ..., 231., 229., 232.])"
48806,721593,2005,['65/1771365_1975-08-27_2005.jpg'],1.0,30,"tensor([ 68.,  37.,   9.,  ..., 136.,  87.,  29.])"
48807,702062,1979,['07/17713707_1922-03-07_1979.jpg'],1.0,57,"tensor([174., 174., 174.,  ...,  13.,  13.,  13.])"
48811,721829,2007,['79/17714779_1976-04-19_2007.jpg'],1.0,31,"tensor([185., 143.,  95.,  ..., 255., 255., 253.])"
48813,713843,2015,['51/17715951_1954-06-08_2015.jpg'],1.0,61,"tensor([79., 96., 78.,  ..., 21., 31., 40.])"
48815,720483,2007,['97/17717297_1972-08-12_2007.jpg'],1.0,35,"tensor([177., 176., 171.,  ..., 247., 223.,  55.])"
48816,727218,2009,['26/17717526_1991-01-20_2009.jpg'],0.0,18,"tensor([ 65.,  58.,  48.,  ..., 186., 136., 111.])"
48818,721643,2014,['09/17718409_1975-10-16_2014.jpg'],1.0,39,"tensor([ 94., 104., 105.,  ...,  81.,  74.,  82.])"
48821,721025,2005,['87/1771887_1974-02-05_2005.jpg'],1.0,31,"tensor([163., 166., 175.,  ..., 225.,  41.,  69.])"
48822,720330,1993,['25/17719025_1972-03-12_1993.jpg'],1.0,21,"tensor([122., 127., 107.,  ...,  92.,  85.,  66.])"
48823,719407,2014,['14/1771914_1969-09-01_2014.jpg'],1.0,45,"tensor([ 23.,  89., 149.,  ...,  30.,  38.,  41.])"
48826,719636,2011,['53/1772253_1970-04-18_2011.jpg'],0.0,41,"tensor([255., 255., 255.,  ..., 149., 122.,  79.])"
48830,726295,2015,['27/17723827_1988-07-11_2015.jpg'],1.0,27,"tensor([41., 61., 52.,  ..., 21., 23., 44.])"
48842,722276,2013,['69/1773369_1977-07-10_2013.jpg'],1.0,36,"tensor([ 74.,  45.,  39.,  ...,  64.,  96., 137.])"
48847,726323,2013,['88/177388_1988-08-08_2013.jpg'],0.0,25,"tensor([204., 209., 213.,  ...,  41.,  73., 186.])"
48850,724309,2009,['97/17741697_1983-02-02_2009.jpg'],1.0,26,"tensor([201., 233., 230.,  ..., 124., 159., 189.])"
48851,690060,1947,['41/17741_1889-04-26_1947.jpg'],1.0,58,"tensor([159., 155., 154.,  ...,  21.,  21.,  21.])"
48853,719877,2008,['50/17746750_1970-12-15_2008.jpg'],1.0,38,"tensor([233., 237., 212.,  ...,  66.,  69.,  78.])"
48855,717976,2005,['96/1774796_1965-10-01_2005.jpg'],0.0,40,"tensor([226., 209., 202.,  ...,  26.,  23.,  18.])"
48856,711166,1989,['31/1774831_1947-02-08_1989.jpg'],1.0,42,"tensor([ 16.,  18.,  15.,  ..., 221., 222., 240.])"
48860,719446,2014,['82/17752482_1969-10-10_2014.jpg'],1.0,45,"tensor([40., 41., 36.,  ..., 58., 45., 36.])"
48861,718298,2011,['95/1775395_1966-08-19_2011.jpg'],0.0,45,"tensor([180., 188., 151.,  ..., 177., 177., 165.])"
48862,719040,2008,['60/17755160_1968-08-30_2008.jpg'],0.0,40,"tensor([154., 129.,  99.,  ..., 162.,  86.,  50.])"
48863,709160,1960,['42/1775542_1941-08-12_1960.jpg'],0.0,19,"tensor([ 56.,  56.,  56.,  ..., 189., 189., 189.])"
48864,726122,2014,['75/17755575_1988-01-20_2014.jpg'],1.0,26,"tensor([ 70.,  73.,  66.,  ..., 236., 223., 233.])"
48866,724400,2011,['06/1775706_1983-05-04_2011.jpg'],0.0,28,"tensor([223.,  44.,  24.,  ..., 234., 152.,  94.])"
48868,725943,2015,['85/1775985_1987-07-25_2015.jpg'],1.0,28,"tensor([ 76.,  80.,  89.,  ..., 115., 121., 137.])"
48869,715541,2007,['92/1776092_1959-01-31_2007.jpg'],0.0,48,"tensor([ 40.,  23.,  15.,  ..., 236., 159., 103.])"
48870,725913,2010,['30/1776130_1987-06-25_2010.jpg'],0.0,23,"tensor([128., 101., 106.,  ...,  44.,  38.,  50.])"
48876,721457,2006,['45/1776845_1975-04-13_2006.jpg'],0.0,31,"tensor([ 26.,  29.,  22.,  ..., 180., 173., 157.])"
48877,701214,2006,['43/17769243_1919-11-10_2006.jpg'],1.0,87,"tensor([234., 232., 233.,  ..., 222., 171.,  90.])"
48878,712738,2012,['34/1776934_1951-05-30_2012.jpg'],1.0,61,"tensor([101.,  61.,  35.,  ...,  10.,  12.,  11.])"
48882,718289,2013,['31/17770531_1966-08-10_2013.jpg'],0.0,47,"tensor([192., 229., 245.,  ..., 215., 202., 186.])"
48883,689532,1948,['07/177707_1887-11-15_1948.jpg'],0.0,61,"tensor([52., 52., 52.,  ..., 72., 72., 72.])"
48887,706538,2004,['89/17774689_1934-06-08_2004.jpg'],1.0,70,"tensor([10., 10., 10.,  ...,  1.,  2.,  6.])"
48891,715892,2014,['00/1778000_1960-01-17_2014.jpg'],1.0,54,"tensor([208., 218., 227.,  ..., 129., 146., 136.])"
48892,710157,2014,['01/177801_1944-05-05_2014.jpg'],1.0,70,"tensor([ 9.,  5., 20.,  ..., 89., 34., 39.])"
48894,718405,2014,['72/1778172_1966-12-04_2014.jpg'],1.0,48,"tensor([ 96.,  95., 101.,  ...,  66.,  36.,  25.])"
48896,725459,2015,['43/17782843_1986-03-28_2015.jpg'],0.0,29,"tensor([ 19.,  13.,  25.,  ..., 160., 124., 110.])"
48897,719739,2013,['40/177840_1970-07-30_2013.jpg'],1.0,43,"tensor([ 4.,  5.,  9.,  ..., 68., 74., 88.])"
48899,710480,2007,['56/177856_1945-03-24_2007.jpg'],0.0,62,"tensor([15., 16., 20.,  ..., 26., 26., 28.])"
48901,725836,2010,['16/1778716_1987-04-09_2010.jpg'],1.0,23,"tensor([230., 233., 226.,  ...,  28.,  29.,  33.])"
48902,711341,1975,['84/1778784_1947-08-02_1975.jpg'],1.0,28,"tensor([236., 236., 236.,  ...,  52.,  52.,  52.])"
48907,707991,2008,['96/17789796_1938-05-31_2008.jpg'],1.0,70,"tensor([  5.,  52., 124.,  ...,  35.,  38.,  69.])"
48911,708351,2015,['43/1779343_1939-05-26_2015.jpg'],1.0,76,"tensor([ 8.,  8.,  8.,  ...,  1.,  5., 14.])"
48915,723184,2011,['18/17799718_1980-01-04_2011.jpg'],0.0,31,"tensor([194., 182., 170.,  ..., 237., 214., 172.])"
48917,717908,2009,['04/277004_1965-07-25_2009.jpg'],0.0,44,"tensor([225.,  44.,  75.,  ..., 238., 224., 224.])"
48919,726002,2011,['11/277011_1987-09-22_2011.jpg'],1.0,24,"tensor([18., 18., 18.,  ..., 53., 52., 57.])"
48921,711305,2008,['25/2770425_1947-06-27_2008.jpg'],0.0,61,"tensor([109.,  76.,  71.,  ...,  10.,   0.,   7.])"
48923,724754,2011,['67/27707767_1984-04-22_2011.jpg'],,27,"tensor([214., 128.,  79.,  ...,  78.,  44.,   7.])"
48924,716132,2008,['23/2770923_1960-09-13_2008.jpg'],1.0,48,"tensor([188., 150., 101.,  ...,  13.,  16.,  23.])"
48926,716777,2011,['07/27710907_1962-06-20_2011.jpg'],1.0,49,"tensor([157., 193., 225.,  ..., 129., 160., 181.])"
48928,726588,2008,['49/27711249_1989-04-30_2008.jpg'],0.0,19,"tensor([199., 164., 124.,  ..., 192., 152., 116.])"
48930,719609,2012,['62/2771162_1970-03-22_2012.jpg'],1.0,42,"tensor([ 1.,  1.,  1.,  ..., 79., 74., 81.])"
48936,724448,2009,['59/27715459_1983-06-21_2009.jpg'],0.0,26,"tensor([53., 53., 55.,  ..., 44., 43., 49.])"
48937,718312,2012,['17/27717_1966-09-02_2012.jpg'],0.0,46,"tensor([162., 174., 172.,  ..., 210., 175., 156.])"
48941,719981,2013,['78/2772078_1971-03-29_2013.jpg'],0.0,42,"tensor([ 4.,  5.,  7.,  ..., 18.,  5.,  0.])"
48942,720643,2011,['18/27721518_1973-01-19_2011.jpg'],1.0,38,"tensor([143., 111.,  96.,  ..., 243., 232., 230.])"
48947,727427,2011,['51/27727751_1991-08-17_2011.jpg'],1.0,20,"tensor([ 53.,  65., 103.,  ..., 247., 217., 207.])"
48950,726464,2014,['78/27728178_1988-12-27_2014.jpg'],1.0,26,"tensor([  1.,   1.,   1.,  ..., 112., 107.,  88.])"
48953,706670,1971,['00/2772900_1934-10-18_1971.jpg'],1.0,37,"tensor([187., 187., 187.,  ..., 204., 204., 204.])"
48955,720136,2008,['75/2773075_1971-08-31_2008.jpg'],1.0,37,"tensor([20., 12.,  9.,  ..., 67., 56., 62.])"
48956,713053,2010,['44/27730844_1952-04-09_2010.jpg'],1.0,58,"tensor([ 62.,  67.,  26.,  ..., 165., 174., 191.])"
48957,702133,2010,['25/27731025_1922-05-17_2010.jpg'],0.0,88,"tensor([103.,  98.,  95.,  ...,  91.,  53., 102.])"
48959,703063,2001,['14/277314_1924-12-02_2001.jpg'],1.0,77,"tensor([ 20.,  20.,  20.,  ..., 153.,   8.,  21.])"
48960,711795,1976,['18/277318_1948-10-29_1976.jpg'],0.0,28,"tensor([222., 222., 222.,  ..., 198., 198., 198.])"
48961,714424,1987,['53/2773253_1956-01-10_1987.jpg'],1.0,31,"tensor([228., 228., 220.,  ...,  46.,  31.,  28.])"
